P_NAME,P_PERIOD,S_NAME,S_DEC,S_MAG,S_MASS,S_TEMPERATURE,P_DISTANCE,P_FLUX,P_TEMP_EQUIL,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_LUMINOSITY,P_TYPE_TEMP,P_HABITABLE,P_ESI,P_RADIUS_EST,P_MASS_EST,P_SEMI_MAJOR_AXIS_EST
Kepler-1411 b,86.115089,Kepler-1411,42.963924,15.831,0.95,5664.0,0.37509126,5.5473221,390.99009,Neptunian,0.92,G,0.78047191,Hot,0,0.40417655,2.82492,8.3714933,0.37509126
Kepler-1412 b,3.6146051,Kepler-1412,49.20248,13.219,1.06,5880.0,0.046987832,782.41032,1347.4217,Terran,1.27,G,1.7274496,Hot,0,0.29162812,0.82954,0.49738312,0.046987832
Kepler-1413 b,13.182964,Kepler-1413,46.498767,16.239,0.84,5196.0,0.10302549,39.378193,638.20302,Superterran,0.8,K,0.41797008,Hot,0,0.29737594,1.81602,3.9538581,0.10302549
Kepler-1414 b,3.5157632,Kepler-1414,42.42231,14.897,0.8,4951.0,0.041997098,171.68973,922.21246,Terran,0.75,K,0.30281883,Hot,0,0.2971959,1.2331,2.0491991,0.041997098
Kepler-1415 b,0.63642408,Kepler-1415,47.873333,15.744,0.89,5267.0,0.01392528,2508.9535,1803.0927,Terran,0.84,K,0.48651977,Hot,0,0.28783359,1.28915,2.2098374,0.01392528
Kepler-1416 b,1.4951495,Kepler-1416,43.894073,14.22,1.09,6019.0,0.02632943,2243.359,1753.354,Terran,1.15,F,1.5551837,Hot,0,0.29222176,0.88559,0.62873346,0.02632943
Kepler-1417 b,20.350521,Kepler-1417,40.605215,13.914,1.02,5839.0,0.14681147,50.271625,678.38407,Terran,1.02,G,1.0835349,Hot,0,0.32047551,0.99769,0.96382171,0.14681147
Kepler-1418 b,22.476443,Kepler-1418,41.678551,15.037,0.77,4770.0,0.14283178,11.786299,472.05138,Superterran,0.72,K,0.24045131,Hot,0,0.37828214,1.65908,3.3913851,0.14283178
Kepler-1419 b,42.521589,Kepler-1419,37.97142,15.761,1.01,5796.0,0.23916063,18.032898,525.0024,Neptunian,1.01,G,1.0314422,Hot,0,0.28136026,2.85855,8.541399,0.23916063
Kepler-1420 b,6.6996001,Kepler-1420,42.777832,15.883,0.82,5187.0,0.065084877,95.553729,796.53859,Terran,0.79,K,0.40476954,Hot,0,0.30218603,1.27794,2.1773119,0.065084877
Kepler-1421 b,6.9131112,Kepler-1421,48.544197,12.788,1.25,6335.0,0.076488344,497.34906,1203.1236,Terran,1.42,F,2.9097241,Hot,0,0.29527014,0.93043,0.75050199,0.076488344
Kepler-1422 b,18.605194,Kepler-1422,48.336121,15.665,1.15,6194.0,0.14393453,96.30608,798.10188,Superterran,1.23,F,1.9951873,Hot,0,0.26751687,2.0178,4.7283306,0.14393453
Kepler-1423 b,23.955378,Kepler-1423,41.110081,14.553,0.79,4939.0,0.15030979,13.273722,486.28748,Terran,0.75,K,0.29989366,Hot,0,0.39156471,1.06495,1.2177294,0.15030979
Kepler-1424 b,29.609174,Kepler-1424,40.22932,13.619,1.02,5838.0,0.18850686,33.531907,613.06916,Terran,1.07,G,1.1915508,Hot,0,0.33191695,1.15463,1.6270695,0.18850686
Kepler-1425 b,14.45413,Kepler-1425,43.012436,13.572,0.97,5718.0,0.1149286,65.44195,724.61775,Terran,0.95,G,0.86439543,Hot,0,0.31384894,0.94164,0.78341907,0.1149286
Kepler-1426 b,14.256323,Kepler-1426,49.416973,15.192,1.02,5831.0,0.11580162,80.358513,762.7863,Superterran,1.02,G,1.0776089,Hot,0,0.29322946,1.55819,3.0487196,0.11580162
Kepler-1428 b,10.676072,Kepler-1428,49.594978,13.688,1.28,6184.0,0.10300395,228.42132,990.44205,Superterran,1.36,F,2.4235076,Hot,0,0.27856188,1.63666,3.3139434,0.10300395
Kepler-1429 b,4.4848749,Kepler-1429,49.044868,14.879,1.05,5902.0,0.054084507,425.50755,1157.1022,Terran,1.07,G,1.2446666,Hot,0,0.29056413,1.28915,2.2098374,0.054084507
Kepler-1430 b,2.4605099,Kepler-1430,43.372093,15.245,0.77,4796.0,0.032685606,230.01559,992.16574,Terran,0.72,K,0.24573688,Hot,0,0.29666014,1.17705,1.7431784,0.032685606
Kepler-1431 b,5.8660153,Kepler-1431,49.865192,15.273,1.03,5806.0,0.06427135,261.47874,1024.4812,Terran,1.03,G,1.080118,Hot,0,0.28556291,1.46851,2.7568324,0.06427135
Kepler-1432 b,23.910901,Kepler-1432,49.829548,15.376,1.09,6031.0,0.16712793,54.188208,691.22766,Superterran,1.13,F,1.5135712,Hot,0,0.2677691,2.21958,5.5588379,0.16712793
Kepler-1433 b,4.1359227,Kepler-1433,49.45689,14.826,1.14,6097.0,0.052665488,632.11359,1277.4494,Superterran,1.19,F,1.7532641,Hot,0,0.2784385,1.55819,3.0487196,0.052665488
Kepler-1434 b,8.0533362,Kepler-1434,51.202957,12.086,1.47,6291.0,0.089385256,730.96392,1324.7041,Terran,2.04,F,5.8402,Hot,0,0.29386592,1.10979,1.4117248,0.089385256
Kepler-1435 b,4.4534328,Kepler-1435,44.921131,12.938,1.21,6356.0,0.056437523,799.90087,1354.8897,Terran,1.32,F,2.5478395,Hot,0,0.29274999,0.86317,0.57352358,0.056437523
Kepler-1436 b,9.705716,Kepler-1436,46.768021,14.93,1.06,5972.0,0.090774368,164.32149,912.1547,Terran,1.09,G,1.3540068,Hot,0,0.29497567,1.31157,2.2754822,0.090774368
Kepler-1437 b,10.929546,Kepler-1437,49.32592,15.591,0.93,5557.0,0.094060069,78.221234,757.66299,Terran,0.9,G,0.69204646,Hot,0,0.30205497,1.36762,2.4430315,0.094060069
Kepler-1438 b,2.3194201,Kepler-1438,40.681665,14.869,0.97,5530.0,0.033938012,670.43833,1296.3869,Terran,0.96,G,0.77220327,Hot,0,0.29467918,0.94164,0.78341907,0.033938012
Kepler-1439 b,8.0739285,Kepler-1439,40.980036,16.109,0.46,3578.0,0.060788127,7.3476655,419.45198,Terran,0.43,M,0.027151067,Hot,0,0.44643919,1.4573,2.7211983,0.060788127
Kepler-1440 b,39.859484,Kepler-1440,48.312252,14.131,0.98,5698.0,0.22678068,16.924225,516.74004,Terran,0.96,G,0.87040403,Hot,0,0.36670606,1.25552,2.1128564,0.22678068
Kepler-1441 b,39.441984,Kepler-1441,43.12459,14.268,1.0,5802.0,0.22671595,19.753106,537.09828,Terran,1.0,G,1.0153121,Hot,0,0.35396876,1.31157,2.2754822,0.22671595
Kepler-1442 b,81.416294,Kepler-1442,48.84697,12.146,1.34,6394.0,0.40521489,18.911822,531.28585,Neptunian,1.44,F,3.1053043,Hot,0,0.23747778,3.93471,14.693542,0.40521489
Kepler-1443 b,2.4181132,Kepler-1443,47.066855,12.278,1.19,6289.0,0.037354502,1620.0804,1616.3263,Terran,1.27,F,2.2605935,Hot,0,0.29371014,0.97527,0.88841861,0.037354502
Kepler-1444 b,33.42035,Kepler-1444,42.040436,12.325,1.03,5810.0,0.20501988,26.778104,579.5486,Superterran,1.05,G,1.1255681,Hot,0,0.2935633,2.17474,5.369523,0.20501988
Kepler-1445 b,10.600523,Kepler-1445,43.915066,12.405,1.13,6150.0,0.098345364,210.3887,970.28767,Terran,1.26,F,2.0348397,Hot,0,0.29946383,0.96406,0.85235786,0.098345364
Kepler-1446 b,0.68996783,Kepler-1446,46.72617,12.411,0.81,4865.0,0.014241545,1391.9651,1556.1519,Terran,0.75,K,0.28232059,Hot,0,0.29038301,0.81833,0.47370976,0.014241545
Kepler-1447 b,56.674729,Kepler-1447,50.727089,14.682,0.97,5722.0,0.28577646,10.613885,459.84715,Neptunian,0.95,G,0.8668167,Hot,0,0.32065542,2.90339,8.7701168,0.28577646
Kepler-1448 b,12.270659,Kepler-1448,50.595585,14.411,0.95,5774.0,0.10232836,82.256388,767.25074,Superterran,0.93,G,0.86131431,Hot,0,0.2901625,1.61424,3.2372384,0.10232836
Kepler-1449 b,13.227453,Kepler-1449,50.567886,15.05,1.08,5979.0,0.1122798,109.89678,824.88072,Superterran,1.1,G,1.3854416,Hot,0,0.28276669,1.6815,3.4695604,0.1122798
Kepler-145 b,22.951,Kepler-145,44.529106,11.931,1.28,6022.0,0.17157235,156.9233,901.70975,Neptunian,1.98,F,4.6193624,Hot,0,0.23234701,2.64556,37.185876,0.17157235
Kepler-145 c,42.882,Kepler-145,44.529106,11.931,1.28,6022.0,0.26027328,68.190341,732.1088,Jovian,1.98,F,4.6193624,Hot,0,0.18387844,4.31585,79.457001,0.26027328
Kepler-1450 b,54.509417,Kepler-1450,45.08139,15.498,0.71,4524.0,0.25094394,2.755773,328.25078,Superterran,0.68,K,0.17353891,Hot,0,0.62058183,1.71513,3.5881927,0.25094394
Kepler-1451 b,35.622233,Kepler-1451,40.409892,15.332,1.0,5782.0,0.2118314,21.872112,550.95685,Neptunian,0.99,G,0.98145724,Hot,0,0.25006219,3.35179,11.191779,0.2118314
Kepler-1452 b,42.913751,Kepler-1452,38.266328,13.062,1.41,6101.0,0.26893475,72.83386,744.26611,Neptunian,2.06,F,5.2677746,Hot,0,0.23911988,2.70161,7.7605729,0.26893475
Kepler-1453 b,47.16117,Kepler-1453,47.947613,15.57,0.97,5665.0,0.25282685,12.755504,481.47009,Neptunian,0.94,G,0.81534988,Hot,0,0.31547954,2.66798,7.5972714,0.25282685
Kepler-1454 b,47.031948,Kepler-1454,48.831772,14.904,0.9,5448.0,0.246142,9.6352393,448.85962,Superterran,0.86,G,0.58375948,Hot,0,0.38636176,1.88328,4.2056823,0.246142
Kepler-1455 b,49.276764,Kepler-1455,50.502777,15.855,0.62,4075.0,0.22425127,1.7686087,293.80072,Superterran,0.6,K,0.088940916,Hot,0,0.67416001,2.16353,5.3226161,0.22425127
Kepler-1456 b,18.137383,Kepler-1456,43.822773,15.464,0.64,4231.0,0.11639991,8.1458959,430.4073,Terran,0.62,K,0.11036824,Hot,0,0.44549919,1.14342,1.5711567,0.11639991
Kepler-1457 b,51.111024,Kepler-1457,42.027245,14.06,1.01,5866.0,0.27037078,14.804036,499.7352,Superterran,1.01,G,1.0821803,Hot,0,0.33918928,1.99538,4.6394796,0.27037078
Kepler-1458 b,47.987276,Kepler-1458,41.038063,14.19,0.96,5653.0,0.25488878,12.443967,478.50296,Neptunian,0.94,G,0.80846327,Hot,0,0.31319812,2.75766,8.0359058,0.25488878
Kepler-1459 b,62.869161,Kepler-1459,46.014019,14.591,0.78,4828.0,0.28477349,3.287169,343.04447,Terran,0.74,K,0.26657605,Hot,0,0.6078965,1.35641,2.4091308,0.28477349
Kepler-1460 b,29.963325,Kepler-1460,44.010788,15.947,0.7,4422.0,0.16759803,5.4748897,389.70749,Superterran,0.67,K,0.15378473,Hot,0,0.46005346,1.96175,4.5075054,0.16759803
Kepler-1461 b,29.349477,Kepler-1461,43.198395,15.689,0.79,4919.0,0.17210184,9.6981377,449.59037,Superterran,0.74,K,0.28724956,Hot,0,0.37691841,2.02901,4.773015,0.17210184
Kepler-1462 b,65.648834,Kepler-1462,42.396918,15.858,1.0,5756.0,0.31841554,9.7002579,449.61494,Neptunian,1.0,G,0.98349416,Hot,0,0.29159556,3.82261,13.989899,0.31841554
Kepler-1463 b,25.15864,Kepler-1463,42.00692,15.759,0.96,5679.0,0.16572629,30.622489,599.31484,Superterran,0.95,G,0.84105294,Hot,0,0.30427939,1.86086,4.1210313,0.16572629
Kepler-1464 b,31.77859,Kepler-1464,38.754161,14.159,1.02,5828.0,0.19760566,27.002925,580.76123,Superterran,1.01,G,1.0544101,Hot,0,0.32040697,1.65908,3.3913851,0.19760566
Kepler-1464 c,5.3278629,Kepler-1464,38.754161,14.159,1.02,5828.0,0.060082082,292.09197,1053.2339,Terran,1.01,G,1.0544101,Hot,0,0.29771791,0.99769,0.96382171,0.060082082
Kepler-1465 b,31.827711,Kepler-1465,51.90485,14.41,0.75,4726.0,0.1785392,7.0682683,415.40638,Superterran,0.71,K,0.22530987,Hot,0,0.4329372,1.77118,3.7895405,0.1785392
Kepler-1466 b,31.175045,Kepler-1466,44.609863,13.926,1.01,5884.0,0.19445603,29.548593,593.98997,Superterran,1.02,G,1.1173253,Hot,0,0.32196329,1.54698,3.011575,0.19445603
Kepler-1467 b,47.056904,Kepler-1467,45.342686,15.549,0.86,5332.0,0.24252581,8.2786781,432.15064,Neptunian,0.82,G,0.48694164,Hot,0,0.32881732,3.29574,10.875888,0.24252581
Kepler-1468 b,8.2398487,Kepler-1468,41.277405,15.024,1.04,5893.0,0.080872368,182.14308,935.94016,Superterran,1.05,G,1.1912777,Hot,0,0.275688,1.72634,3.6281006,0.080872368
Kepler-1468 c,3.5455302,Kepler-1468,41.277405,15.024,1.04,5893.0,0.046093688,560.6994,1239.7309,Terran,1.05,G,1.1912777,Hot,0,0.29358588,1.15463,1.6270695,0.046093688
Kepler-1469 b,21.86353,Kepler-1469,39.39135,15.965,0.92,5507.0,0.1487941,29.482043,593.65524,Neptunian,0.89,G,0.65272307,Hot,0,0.25912726,2.8025,8.2590046,0.1487941
Kepler-1470 b,16.29509,Kepler-1470,39.883191,15.061,0.8,4961.0,0.11674655,22.998769,557.91888,Terran,0.76,K,0.31346766,Hot,0,0.35144035,1.06495,1.2177294,0.11674655
Kepler-1471 b,3.638994,Kepler-1471,50.020046,15.254,0.95,5660.0,0.045506312,384.04046,1127.8183,Terran,0.93,G,0.79528038,Hot,0,0.28625305,1.41246,2.5805743,0.045506312
Kepler-1472 b,38.131283,Kepler-1472,49.057472,14.633,1.16,6159.0,0.23290734,37.134974,628.91317,Superterran,1.25,F,2.0144175,Hot,0,0.29465776,1.9057,4.2910395,0.23290734
Kepler-1473 b,14.427355,Kepler-1473,48.996082,13.359,1.09,6046.0,0.1193373,99.87615,805.39765,Terran,1.09,F,1.4223753,Hot,0,0.30424791,1.18826,1.8034186,0.1193373
Kepler-1474 b,36.433345,Kepler-1474,45.866837,15.246,1.04,5870.0,0.21786462,24.240094,565.29935,Superterran,1.04,G,1.1505559,Hot,0,0.29890307,2.16353,5.3226161,0.21786462
Kepler-1475 b,82.177374,Kepler-1475,44.753124,15.292,1.18,6214.0,0.39081548,14.330128,495.68688,Neptunian,1.28,F,2.188737,Hot,0,0.29404799,2.92581,8.8854055,0.39081548
Kepler-1476 b,10.358632,Kepler-1476,43.989956,15.408,0.98,5663.0,0.092353465,99.565979,804.77162,Superterran,0.96,G,0.84921442,Hot,0,0.28458737,1.67029,3.4303813,0.092353465
Kepler-1477 b,11.5553,Kepler-1477,42.685753,14.598,0.81,5100.0,0.093223497,42.433395,650.23726,Terran,0.78,K,0.36877252,Hot,0,0.32300695,1.17705,1.7431784,0.093223497
Kepler-1478 b,26.084059,Kepler-1478,41.746235,15.44,1.04,5904.0,0.17435623,40.235633,641.64914,Superterran,1.06,G,1.223167,Hot,0,0.30131328,1.72634,3.6281006,0.17435623
Kepler-1479 b,14.532614,Kepler-1479,49.706657,13.785,0.99,5796.0,0.11613161,72.003468,742.1356,Superterran,0.98,G,0.97107842,Hot,0,0.28181836,1.82723,3.9953845,0.11613161
Kepler-1480 b,22.126799,Kepler-1480,49.301811,14.523,0.85,5156.0,0.14608141,19.46796,535.14937,Superterran,0.81,K,0.41544192,Hot,0,0.33775744,1.67029,3.4303813,0.14608141
Kepler-1481 b,5.94221,Kepler-1481,49.73122,14.779,0.8,4908.0,0.059589748,82.354303,767.47897,Terran,0.75,K,0.29243503,Hot,0,0.30592371,1.2331,2.0491991,0.059589748
Kepler-1482 b,12.253832,Kepler-1482,48.725254,13.747,0.88,5381.0,0.099659431,53.365721,688.58967,Terran,0.84,G,0.53002846,Hot,0,0.31889899,1.0089,1.0032039,0.099659431
Kepler-1483 b,9.5085156,Kepler-1483,42.150831,14.44,1.25,6337.0,0.094599327,316.4488,1074.5355,Superterran,1.4,F,2.8319106,Hot,0,0.28215152,1.52456,2.9378483,0.094599327
Kepler-1484 b,30.454914,Kepler-1484,38.126286,15.268,0.94,5730.0,0.18692057,23.397453,560.3212,Superterran,0.92,G,0.81749064,Hot,0,0.30365832,2.10748,5.0906262,0.18692057
Kepler-1485 b,19.915772,Kepler-1485,44.737057,13.204,1.11,6087.0,0.14884994,69.637083,735.96143,Terran,1.12,F,1.5429004,Hot,0,0.29992994,1.46851,2.7568324,0.14884994
Kepler-1486 b,54.649576,Kepler-1486,45.439713,15.335,1.08,5965.0,0.28909596,17.024816,517.50615,Superterran,1.12,G,1.4228741,Hot,0,0.31132689,2.32047,5.9945993,0.28909596
Kepler-1487 b,7.3194636,Kepler-1487,38.644501,13.489,1.38,6541.0,0.082121226,646.14443,1284.4799,Superterran,1.63,F,4.3575307,Hot,0,0.25028308,2.1299,5.1829123,0.082121226
Kepler-1488 b,39.818993,Kepler-1488,49.937778,13.102,1.05,5820.0,0.23189934,32.803798,609.71369,Superterran,1.31,G,1.7640999,Hot,0,0.30153128,1.86086,4.1210313,0.23189934
Kepler-1489 b,82.294751,Kepler-1489,44.465405,14.828,0.93,5655.0,0.36134217,5.6841666,393.3794,Superterran,0.9,G,0.74217121,Hot,0,0.46682874,1.77118,3.7895405,0.36134217
Kepler-1490 b,92.436297,Kepler-1490,42.609512,15.449,0.9,5515.0,0.38620579,4.2060232,364.84872,Neptunian,0.87,G,0.62734901,Hot,0,0.43698917,3.03791,9.4710941,0.38620579
Kepler-1491 b,16.586176,Kepler-1491,45.740651,15.589,1.0,5728.0,0.12725468,58.374554,704.20776,Superterran,0.99,G,0.94530308,Hot,0,0.30161491,1.51335,2.9012671,0.12725468
Kepler-1492 b,16.75255,Kepler-1492,41.03642,14.534,0.77,4712.0,0.11741595,16.608124,514.31011,Terran,0.72,K,0.22896799,Hot,0,0.35790315,1.49093,2.8286707,0.11741595
Kepler-1493 b,15.021798,Kepler-1493,38.565232,13.109,1.06,5863.0,0.121458,119.42503,842.20682,Terran,1.29,G,1.7617636,Hot,0,0.29420574,1.41246,2.5805743,0.121458
Kepler-1494 b,91.080482,Kepler-1494,43.162518,15.214,0.96,5659.0,0.3907361,5.3178497,386.88236,Neptunian,0.94,G,0.8119011,Hot,0,0.39752672,3.07154,9.6497879,0.3907361
Kepler-1495 b,85.273256,Kepler-1495,38.779631,15.417,1.03,5831.0,0.38282229,7.6442179,423.62168,Neptunian,1.04,G,1.1202823,Hot,0,0.35468618,2.93702,8.9432821,0.38282229
Kepler-1496 b,64.658802,Kepler-1496,45.350704,14.694,1.18,6182.0,0.33308521,19.023981,532.07182,Superterran,1.27,F,2.1106299,Hot,0,0.30945466,2.21958,5.5588379,0.33308521
Kepler-1497 b,8.7419977,Kepler-1497,45.634331,15.364,0.96,5675.0,0.081910661,125.00243,851.87236,Superterran,0.95,G,0.83868586,Hot,0,0.2823855,1.65908,3.3913851,0.081910661
Kepler-1498 b,48.051405,Kepler-1498,44.916782,15.033,0.86,5256.0,0.24593091,7.4174372,420.44421,Terran,0.81,K,0.44862153,Hot,0,0.45148938,1.33399,2.3419147,0.24593091
Kepler-1499 b,44.2008,Kepler-1499,41.650406,13.509,0.82,5097.0,0.22894664,7.0188803,414.67883,Terran,0.78,K,0.36790559,Hot,0,0.46577873,1.18826,1.8034186,0.22894664
Kepler-1500 b,15.03301,Kepler-1500,39.744572,14.606,1.0,5845.0,0.11918096,73.622908,746.27373,Terran,1.0,G,1.0457472,Hot,0,0.30886321,1.19947,1.8651456,0.11918096
Kepler-1501 b,14.556453,Kepler-1501,42.001431,13.71,1.2,6229.0,0.12395775,148.35469,889.14017,Superterran,1.3,F,2.2795476,Hot,0,0.28550457,1.55819,3.0487196,0.12395775
Kepler-1502 b,41.708363,Kepler-1502,39.319913,14.155,1.44,6666.0,0.26573321,74.116536,747.5215,Neptunian,1.72,F,5.2336753,Hot,0,0.21901109,3.18364,10.255306,0.26573321
Kepler-1503 b,96.16987,Kepler-1503,42.806759,15.796,0.77,5069.0,0.37644295,2.2858246,313.2605,Superterran,0.74,K,0.3239226,Hot,0,0.60962125,2.27563,5.7992597,0.37644295
Kepler-1504 b,82.304003,Kepler-1504,50.128212,15.654,0.85,5393.0,0.35069523,4.0431574,361.26432,Superterran,0.81,G,0.49725638,Hot,0,0.50278688,2.1299,5.1829123,0.35069523
Kepler-1505 b,30.860937,Kepler-1505,41.786961,12.988,0.93,5686.0,0.18790714,19.61672,536.16876,Terran,0.86,G,0.69264862,Hot,0,0.36098038,0.93043,0.75050199,0.18790714
Kepler-1506 b,14.032915,Kepler-1506,41.464595,15.652,0.95,5676.0,0.11190497,64.228141,721.23409,Terran,0.93,G,0.80431115,Hot,0,0.30756678,1.32278,2.3086002,0.11190497
Kepler-1507 b,16.050621,Kepler-1507,46.536053,13.136,0.89,5410.0,0.11975697,38.664639,635.29202,Terran,0.85,G,0.55451789,Hot,0,0.32576653,0.84075,0.52189779,0.11975697
Kepler-1508 b,20.70565,Kepler-1508,40.375047,14.276,1.14,6158.0,0.15412406,80.728369,763.66248,Terran,1.22,F,1.9176398,Hot,0,0.30281519,1.33399,2.3419147,0.15412406
Kepler-1509 b,25.43382,Kepler-1509,46.931004,15.386,1.0,5780.0,0.16921959,34.227024,616.22199,Superterran,0.99,G,0.9801,Hot,0,0.30050977,1.84965,4.0789714,0.16921959
Kepler-1510 b,84.703921,Kepler-1510,48.257824,15.169,1.19,6200.0,0.39990875,13.56293,488.91492,Neptunian,1.28,F,2.1690789,Hot,0,0.27974962,3.363,11.255403,0.39990875
Kepler-1511 b,23.238279,Kepler-1511,43.179798,13.932,1.17,6064.0,0.16789619,71.519287,740.88483,Superterran,1.29,F,2.0160664,Hot,0,0.28929808,1.6815,3.4695604,0.16789619
Kepler-1512 b,20.359726,Kepler-1512,44.470253,13.393,0.73,4372.0,0.1313606,8.5158615,435.2132,Terran,0.67,K,0.14694637,Hot,0,0.43855689,1.17705,1.7431784,0.1313606
Kepler-1513 b,160.88465,Kepler-1513,39.285277,12.888,0.99,5617.0,0.57685198,2.5218603,321.05184,Jovian,0.97,G,0.83916973,Hot,0,0.3641088,8.46355,53.936165,0.57685198
Kepler-1514 b,217.83176,Kepler-1514,37.860133,11.69,1.21,6251.0,0.75483526,3.5735671,350.28408,Jovian,1.22,F,2.0361338,Hot,0,0.28267987,11.82655,95.187233,0.75483526
Kepler-1515 b,214.31142,Kepler-1515,48.178162,12.04,1.3,6511.0,0.76475251,5.473635,389.68516,Jovian,1.41,F,3.2012357,Hot,0,0.2468817,9.55092,66.221909,0.76475251
Kepler-1516 b,7.2593198,Kepler-1516,44.523502,14.461,1.04,5904.0,0.074322097,225.63459,987.40729,Superterran,1.07,G,1.2463545,Hot,0,0.27314733,1.74876,3.7084594,0.074322097
Kepler-1518 b,5.111779,Kepler-1518,44.986137,13.306,1.54,6846.0,0.067049855,1547.2348,1597.8425,Neptunian,1.88,F,6.9558775,Hot,0,0.20831814,3.04912,9.5305061,0.067049855
Kepler-1519 b,240.79894,Kepler-1519,49.461861,14.822,0.94,5644.0,0.74185994,1.367967,275.52678,Jovian,0.91,G,0.75286906,Warm,0,0.45706877,7.0623,39.666389,0.74185994
Kepler-1520 b,0.65355357,Kepler-1520,51.504723,15.692,0.76,4677.0,0.013447293,1195.1024,1497.9461,Neptunian,0.71,K,0.21610998,Hot,0,0.13591558,5.77315,28.171452,0.013447293
Kepler-1521 b,47.148408,Kepler-1521,37.835001,12.86,0.81,5042.0,0.23803963,5.9024003,397.102,Superterran,0.76,K,0.33444692,Hot,0,0.41344282,2.49983,6.8023267,0.23803963
Kepler-1522 b,1.8478892,Kepler-1522,52.07016,14.216,0.96,5706.0,0.029065909,972.33027,1422.651,Superterran,0.93,G,0.82145091,Hot,0,0.26963299,1.72634,3.6281006,0.029065909
Kepler-1523 b,0.93875077,Kepler-1523,45.827049,14.86,0.97,5708.0,0.018569505,2541.946,1808.9914,Superterran,0.96,G,0.87653037,Hot,0,0.27575976,1.58061,3.123569,0.018569505
Kepler-1524 b,70.96746,Kepler-1524,39.519818,12.72,1.17,6179.0,0.35340908,16.339021,512.21397,Neptunian,1.25,F,2.0407108,Hot,0,0.25977177,3.54236,12.293432,0.35340908
Kepler-1525 b,2.4166012,Kepler-1525,49.943016,12.737,1.07,5748.0,0.036039116,814.46815,1361.0166,Terran,1.04,G,1.0578458,Hot,0,0.29380411,0.90801,0.68767595,0.036039116
Kepler-1526 b,3.908632,Kepler-1526,38.866428,15.646,0.73,4601.0,0.043715323,100.02956,805.70675,Superterran,0.69,K,0.19115944,Hot,0,0.24668157,2.43257,6.4945178,0.043715323
Kepler-1527 b,160.12992,Kepler-1527,46.060818,15.13,1.21,6224.0,0.61482714,6.1973894,401.97321,Neptunian,1.32,F,2.3426901,Hot,0,0.31123569,4.77546,20.413389,0.61482714
Kepler-1528 b,1.7911102,Kepler-1528,46.573986,14.496,1.03,5857.0,0.029143172,1317.0138,1534.7671,Terran,1.03,G,1.1185721,Hot,0,0.2818078,1.4573,2.7211983,0.029143172
Kepler-1529 b,5.3390569,Kepler-1529,41.040728,15.362,0.81,5048.0,0.055716127,111.11831,827.16342,Superterran,0.77,K,0.34494312,Hot,0,0.26175847,2.09627,5.0447392,0.055716127
Kepler-1530 b,2.5904434,Kepler-1530,48.165154,14.026,0.92,5477.0,0.035893975,484.59824,1195.337,Superterran,0.88,G,0.62434545,Hot,0,0.2754019,1.63666,3.3139434,0.035893975
Kepler-1530 c,5.3227406,Kepler-1530,48.165154,14.026,0.92,5477.0,0.058013495,185.50982,940.23548,Superterran,0.88,G,0.62434545,Hot,0,0.27939794,1.64787,3.3525722,0.058013495
Kepler-1532 b,1.0936636,Kepler-1532,41.198191,14.815,0.91,5559.0,0.020127006,1635.6198,1620.1883,Terran,0.88,G,0.66258361,Hot,0,0.28612902,1.3452,2.3754251,0.020127006
Kepler-1534 b,5.7166887,Kepler-1534,43.869072,15.665,0.9,5442.0,0.060397656,159.32338,905.13798,Superterran,0.86,G,0.58119209,Hot,0,0.26832153,1.89449,4.2482729,0.060397656
Kepler-1535 b,138.9442,Kepler-1535,38.891969,14.208,1.08,6021.0,0.53853151,5.0024975,381.01461,Neptunian,1.11,F,1.4508052,Hot,0,0.43673847,2.54467,7.010777,0.53853151
Kepler-1537 b,1.4444538,Kepler-1537,43.82547,14.536,0.81,5079.0,0.023306317,650.78217,1286.7786,Terran,0.77,K,0.35349473,Hot,0,0.29272133,1.17705,1.7431784,0.023306317
Kepler-1538 b,175.13882,Kepler-1538,45.274456,15.245,1.03,5837.0,0.61855303,2.883819,331.9991,Neptunian,1.03,G,1.1033718,Hot,0,0.51890558,2.82492,8.3714933,0.61855303
Kepler-1539 b,133.30367,Kepler-1539,44.268543,15.307,0.84,5176.0,0.48176002,1.773308,293.99568,Neptunian,0.8,K,0.41157188,Hot,0,0.61982202,2.70161,7.7605729,0.48176002
Kepler-1540 b,125.41312,Kepler-1540,41.201741,14.073,0.74,4540.0,0.44342019,0.9216782,249.62595,Superterran,0.69,K,0.18122172,Warm,2,0.69689908,2.48862,6.7506189,0.44342019
Kepler-1541 b,8.406912,Kepler-1541,48.029564,13.801,0.86,5282.0,0.076930763,77.31294,755.45388,Terran,0.81,K,0.45756445,Hot,0,0.30908558,1.15463,1.6270695,0.076930763
Kepler-1542 b,3.9511688,Kepler-1542,42.65453,12.639,0.94,5564.0,0.047903718,366.74911,1114.9032,Subterran,0.99,G,0.84160348,Hot,0,0.29029978,0.76228,0.36733988,0.047903718
Kepler-1542 c,2.8922302,Kepler-1542,42.65453,12.639,0.94,5564.0,0.038908164,555.9376,1237.0904,Subterran,0.99,G,0.84160348,Hot,0,0.27966325,0.65018,0.20771421,0.038908164
